filename	dccAccession	size	cell	antibody	dataType	view	filename	localfile	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	dateResubmitted	grant	setType	control	labExpId	treatment	protocol
peakSeq.optimal.wgEncodeSydhTfbsHelas3CjunIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH000746	842K	HeLa-S3	c-Jun	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3CjunIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3CjunIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935341	25952664bc39e525bdcd132939dc912e	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3CjunIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsGm12878Oct2Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001475	1.2M	GM12878	Oct-2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Oct2Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Oct2Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803534	4c0321adf49f22a351e62129d57bd4c2	2010-12-14	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Oct2Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed		Myers	exp		SL614	None	PCR1x
peakSeq.optimal.wgEncodeBroadHistoneHelas3CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	wgEncodeEH001012	2.2M	HeLa-S3	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeBroadHistoneHelas3CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeBroadHistoneHelas3CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	GSM733785	220214621c4de4993cad327f1e50db64	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeBroadHistoneHelas3CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH001013	bigBed	2010-11-05	Bernstein	exp	std			
peakSeq.optimal.wgEncodeBroadHistoneK562Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneK562ControlStdAlnRep1.bb	wgEncodeEH000053	754K	K562	Pol2-b-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeBroadHistoneK562Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneK562ControlStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeBroadHistoneK562Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneK562ControlStdAlnRep1.bb	GSM733643	5c5312319136581f68988141aee23710	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeBroadHistoneK562Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneK562ControlStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000052	bigBed	2010-11-05	Bernstein	exp	std			
peakSeq.optimal.wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	wgEncodeEH001833	1.5M	GM12878	SMC3_-ab9263-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	GSM935376	a63a07a8680a1060574cd6ee98233a33	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000706	bigBed		Snyder	exp	IgG-mus		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3Rpc155StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000766	506K	HeLa-S3	RPC155	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Rpc155StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Rpc155StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935489	65e5bb09cb316aadab236b6ab11fb554	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Rpc155StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsK562Gtf2bStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH000703	362K	K562	GTF2B	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Gtf2bStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Gtf2bStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935394	c95b23eea42dc0a584cd3140f5784190	2010-01-11	Harvard	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Gtf2bStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed	2010-06-14	Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001618	1.1M	HepG2	HDAC2_-SC-6296-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	GSM803493	c690191dabefa99f8e773ab1e2703476	2010-12-22	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1781	bigBed		Myers	exp		SL3177	None	v041610.1
peakSeq.optimal.wgEncodeSydhTfbsK562Pol2s2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH001805	314K	K562	Pol2-phosphoS2-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2s2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2s2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935645	821a11f0ff653e6fa824f70df242722a	2010-07-12	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2s2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH000745	1.2M	HeLa-S3	JunD	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935328	d2736f9455809776bcdb22c1f091e265	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH001799	554K	HeLa-S3	STAT3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935276	b16709dd9e61ed8b442005370fd88565	2010-06-11	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	wgEncodeEH001839	2.0M	HeLa-S3	SMC3_-ab9263-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	GSM935384	cfd91b080b7d6b5f6075658e5d6a83d0	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH000744	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	wgEncodeEH000660	778K	K562	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	GSM935475	57a4a40ff2a4a8fab1ebb935bcf987b7	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000655	bigBed		Snyder	exp	std		IFNa30	
peakSeq.optimal.wgEncodeSydhTfbsGm12878Brca1cIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	wgEncodeEH001830	386K	GM12878	BRCA1_-C-1863-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878Brca1cIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878Brca1cIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	GSM935377	947e0e0ae8d5d5065a29ada10fdc5df0	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Brca1cIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000706	bigBed		Snyder	exp	IgG-mus		None	
peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	wgEncodeEH000662	906K	K562	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	GSM935473	84d547abe0ff6bffde1e066a2d64d4f2	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000658	bigBed		Snyder	exp	std		IFNg6h	
peakSeq.optimal.wgEncodeBroadHistoneHelas3Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	wgEncodeEH001021	642K	HeLa-S3	Pol2-b-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeBroadHistoneHelas3Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeBroadHistoneHelas3Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	GSM733759	12575a8c54da82d055201d2dac9234ff	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeBroadHistoneHelas3Pol2bStdAlnRep0_vs_wgEncodeBroadHistoneHelas3ControlStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH001013	bigBed	2010-11-05	Bernstein	exp	std			
peakSeq.optimal.wgEncodeHaibTfbsGm12878BatfPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001479	1.4M	GM12878	BATF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878BatfPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878BatfPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803538	2d6c2f17f5890845639ae436c3450fed	2009-10-26	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878BatfPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed	2010-06-07	Myers	exp		SL839	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	wgEncodeEH001845	1.2M	K562	SMC3_-ab9263-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	GSM935310	31b5b7d24bf22eda54a0774046f58bfc	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001795	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsK562Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	wgEncodeEH001584	698K	K562	YY1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	GSM803446	488027493c5632e68e9e14629213b288	2010-10-25	HudsonAlpha	ENCODE Jan 2011. Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	PeakSeq	hub	SL2455	bigBed		Myers	exp		SL2203	None	v041610.1
peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	wgEncodeEH000661	794K	K562	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	GSM935474	c54d63baa79a1fea946d61dc29fc94e5	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000656	bigBed		Snyder	exp	std		IFNa6h	
peakSeq.optimal.wgEncodeHaibTfbsH1hescRxraV0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001560	362K	H1-hESC	RXRA	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescRxraV0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescRxraV0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803506	5e81018689715e00fb5ee308c35f9e74	2010-09-13	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescRxraV0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL1163	None	v041610.2
peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	wgEncodeEH000704	922K	K562	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	GSM935388	50233c619c11384d05d30f9225a5461b	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000657	bigBed		Snyder	exp	std		IFNg30	
peakSeq.optimal.wgEncodeSydhTfbsK562Pol2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH000616	978K	K562	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935358	8339e92bb4cf111762f1dda3d9c83d43	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Pol2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb		290K	H1-hESC	BCL3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb		cc5c1660a1ce9c9f757844d2d40554aa	2010-04-22	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescBcl3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed		Myers	exp		SL1164	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsK562Nfe2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH000624	386K	K562	NF-E2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Nfe2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Nfe2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935414	8ed6e60be5b4b8fec86a0416a17c58ff	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Nfe2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed		Snyder	exp	std		None	
