LncRNA_GeneId	LncRNA_Txid	Hg19_coordinates	No_Exons	LncRNA_tx_size	LncRNA_IntronS_size	category	GeneId_Cod.Pot	Genc_polyA	DiTAG5p3p,DiTAG5p,DiTAG3p
ENSG00000244198.1	ENST00000474656.1	chr7:143892451-143911316	4	773	18090	exonic	-3.11	0	0,0,0
ENSG00000244198.1	ENST00000493248.1	chr7:143892612-143947598	5	531	54452	exonic	-2.15	0	0,0,1
ENSG00000244198.1	ENST00000480074.1	chr7:143892981-143929388	3	556	35850	exonic	7.61	0	0,0,0
ENSG00000244198.1	ENST00000477797.1	chr7:143904783-143947674	2	257	42634	intronic	-5.02	0	0,0,1
ENSG00000244198.1	ENST00000489077.1	chr7:143904785-143940928	5	423	35717	intronic	1.63	0	0,0,0
ENSG00000244479.1	ENST00000476560.1	chr7:143948357-144052231	3	767	103106	intronic	23.87	0	0,1,0
ENSG00000244479.1	ENST00000463561.1	chr7:143948418-144052622	6	864	103336	exonic	-3.11	0	0,1,0
ENSG00000244479.1	ENST00000461843.1	chr7:143948480-144040391	2	336	91575	intronic	0	0	0,0,0
ENSG00000244479.1	ENST00000478806.1	chr7:143948501-144052800	2	573	103726	exonic	-0.16	0	0,0,0
ENSG00000244479.1	ENST00000489488.1	chr7:143949389-144052693	2	460	102844	exonic	-2.00	0	0,0,0
ENSG00000244479.1	ENST00000487102.1	chr7:143951189-144052461	3	761	100510	exonic	0.46	0	0,1,0
ENSG00000244479.1	ENST00000493539.1	chr7:143997488-144040394	2	257	42649	exonic	-5.02	0	0,0,0
ENSG00000244479.1	ENST00000496968.1	chr7:143997564-144052613	5	531	54515	exonic	-2.15	0	0,1,0
ENSG00000244479.1	ENST00000467944.1	chr7:144004238-144040392	5	422	35729	encompassing	1.63	0	0,0,0
ENSG00000244479.1	ENST00000486094.1	chr7:144004241-144052778	6	819	47714	exonic	1.63	0	0,0,0
ENSG00000244479.1	ENST00000475089.1	chr7:144008684-144052796	3	592	43519	exonic	-2.74	0	0,0,0
ENSG00000244479.1	ENST00000488041.1	chr7:144008976-144053274	4	558	43738	intronic	-3.11	0	0,0,0
ENSG00000244479.1	ENST00000478925.1	chr7:144015766-144052244	3	556	35921	exonic	7.61	0	0,1,0
ENSG00000244479.1	ENST00000462305.1	chr7:144033861-144052774	4	773	18138	exonic	-3.11	0	0,0,0
ENSG00000244479.1	ENST00000470435.1	chr7:144040264-144052312	4	602	11444	intergenic	-3.11	0	0,1,1
ENSG00000244479.1	ENST00000468575.1	chr7:144040335-144052494	4	568	11589	exonic	-9.76	0	0,1,1
ENSG00000231126.1	ENST00000449628.1	chr7:144418749-144423718	2	1938	3031	intronic	-7.01	0	0,0,0
ENSG00000230746.1	ENST00000422084.1	chr7:145372975-145378462	2	672	4815	intergenic	-0.42	0	1,1,1
ENSG00000236795.1	ENST00000434887.1	chr7:146778026-146794701	4	2145	14528	intronic	2.94	1	0,0,0
ENSG00000230190.1	ENST00000448131.1	chr7:147368803-147370235	2	1116	316	intronic	-2.71	0	0,0,0
ENSG00000228151.1	ENST00000417506.1	chr7:149095295-149098547	2	3120	132	intergenic	-1.93	0	0,0,1
ENSG00000197558.7	ENST00000262089.4	chr7:149473131-149493165	41	7315	12680	intergenic	106.02	0	0,0,1
ENSG00000197558.7	ENST00000378016.2	chr7:149473131-149531054	109	15583	42233	intergenic	757.15	0	0,0,1
ENSG00000197558.7	ENST00000486824.1	chr7:149473524-149480379	4	556	6297	intergenic	8.55	0	0,0,0
ENSG00000197558.7	ENST00000465080.1	chr7:149475035-149476773	4	490	1246	intergenic	22.35	0	0,1,0
ENSG00000197558.7	ENST00000477518.1	chr7:149479955-149481960	5	830	1172	intergenic	10.85	0	0,1,1
ENSG00000197558.7	ENST00000493502.1	chr7:149480359-149481404	3	646	398	intergenic	16.60	0	0,0,0
ENSG00000197558.7	ENST00000475488.1	chr7:149483308-149496170	22	7481	5361	intergenic	179.86	0	0,0,0
ENSG00000197558.7	ENST00000472797.1	chr7:149493481-149497518	6	720	3313	intergenic	1.90	0	0,0,0
ENSG00000197558.7	ENST00000484709.1	chr7:149498883-149503065	9	1235	2940	intergenic	2.78	0	0,0,0
ENSG00000197558.7	ENST00000481772.1	chr7:149508003-149509723	4	394	1324	intergenic	0	0	0,0,0
ENSG00000197558.7	ENST00000478854.1	chr7:149510866-149513561	8	1032	1657	intergenic	-1.53	0	0,1,0
ENSG00000197558.7	ENST00000464974.1	chr7:149514703-149519209	11	1773	2724	intergenic	9.98	0	0,0,0
ENSG00000197558.7	ENST00000493567.1	chr7:149519194-149531068	19	2609	9248	intergenic	40.57	0	0,1,1
ENSG00000197558.7	ENST00000461331.1	chr7:149519233-149524980	4	419	5326	intergenic	0	0	0,0,0
ENSG00000197558.7	ENST00000488835.1	chr7:149519233-149524980	4	497	5248	intergenic	-2.88	0	0,0,0
ENSG00000197558.7	ENST00000492965.1	chr7:149519233-149524980	11	1506	4232	intergenic	14.39	0	0,0,0
ENSG00000197558.7	ENST00000465639.1	chr7:149521342-149531068	10	3479	6239	intergenic	48.28	0	0,0,1
ENSG00000197558.7	ENST00000472850.1	chr7:149521651-149531067	12	2542	6864	intergenic	48.28	0	0,0,1
ENSG00000204934.6	ENST00000488315.1	chr7:149564786-149570931	3	2936	3208	exonic	8.51	0	1,1,1
ENSG00000204934.6	ENST00000461019.1	chr7:149564861-149570934	4	2974	3097	exonic	8.51	1	1,1,1
ENSG00000204934.6	ENST00000464939.1	chr7:149567387-149577699	3	451	9860	exonic	4.01	0	0,1,1
ENSG00000241449.1	ENST00000492054.1	chr7:149737610-149773744	5	573	35558	intergenic	-0.88	0	0,0,0
ENSG00000241449.1	ENST00000493400.1	chr7:149738452-149742181	2	442	3287	intergenic	3.50	1	0,0,0
ENSG00000241449.1	ENST00000495144.1	chr7:149759178-149771465	3	698	11588	intergenic	3.11	1	0,1,0
ENSG00000249498.1	ENST00000515382.1	chr7:150004701-150010334	2	2827	2806	intronic	8.57	0	0,0,0
ENSG00000240449.1	ENST00000488310.1	chr7:150060866-150069679	3	577	8235	exonic	13.52	0	0,1,0
ENSG00000239377.1	ENST00000497366.1	chr7:150076943-150080973	2	420	3610	intronic	-1.46	0	0,0,1
ENSG00000242258.1	ENST00000477392.1	chr7:150130742-150145228	4	2043	12441	intergenic	8.02	0	0,1,1
ENSG00000242258.1	ENST00000486954.1	chr7:150130818-150139980	3	572	8589	intergenic	8.02	0	0,1,1
ENSG00000243433.1	ENST00000479085.1	chr7:150725868-150726841	2	511	462	exonic	-11.01	0	0,0,1
ENSG00000244151.1	ENST00000485974.1	chr7:150771829-150773617	2	1230	558	exonic	18.24	0	1,1,1
ENSG00000183016.8	ENST00000453127.1	chr7:150887960-150902581	19	2698	11906	intergenic	139.15	0	0,0,0
ENSG00000243018.1	ENST00000466775.1	chr7:150946411-150951476	2	216	4849	intronic	-3.45	0	0,1,0
ENSG00000243836.1	ENST00000489632.1	chr7:151106247-151110440	6	751	3438	intronic	-1.77	0	0,0,0
ENSG00000243836.1	ENST00000480632.1	chr7:151106322-151110134	4	704	3106	intronic	-0.80	1	1,1,1
ENSG00000243836.1	ENST00000466677.1	chr7:151106357-151109187	2	544	2286	intronic	-9.35	0	0,1,0
ENSG00000243836.1	ENST00000460148.1	chr7:151107648-151109093	3	366	1078	exonic	0.39	0	0,0,0
ENSG00000241456.1	ENST00000465549.1	chr7:151124769-151136210	2	564	10877	intronic	-4.05	0	0,0,0
ENSG00000242048.1	ENST00000481153.1	chr7:151503744-151504728	2	650	334	intronic	-1.58	0	0,0,0
ENSG00000242048.1	ENST00000462083.1	chr7:151503820-151507558	3	1791	1946	intronic	0.75	0	0,0,0
ENSG00000239911.1	ENST00000464464.1	chr7:151574127-151575899	3	382	1389	exonic	2.13	0	0,0,0
ENSG00000239911.1	ENST00000467458.1	chr7:151574550-151576299	2	1055	694	intergenic	2.13	1	1,1,1
ENSG00000227562.1	ENST00000446340.1	chr7:151647471-151652070	2	585	4014	intergenic	-1.79	0	0,0,0
ENSG00000229591.1	ENST00000424630.1	chr7:151817086-151818802	2	673	1043	exonic	3.31	0	0,1,0
ENSG00000234722.2	ENST00000454441.1	chr7:153097005-153109319	4	1007	11305	intergenic	5.15	0	0,0,1
ENSG00000234722.2	ENST00000453187.1	chr7:153102578-153111021	2	430	8013	intergenic	-9.06	0	1,1,1
ENSG00000234722.2	ENST00000416982.1	chr7:153108319-153111048	2	2624	105	intergenic	5.15	0	0,1,0
ENSG00000203335.3	ENST00000454405.1	chr7:153721094-153754712	4	537	33079	intronic	-2.68	0	0,0,0
ENSG00000203335.3	ENST00000446335.1	chr7:153723372-153735689	3	698	11618	intronic	3.11	0	0,0,0
ENSG00000203335.3	ENST00000366161.2	chr7:153752668-153756231	3	2129	1433	intronic	0.16	0	0,0,0
ENSG00000203335.3	ENST00000425591.1	chr7:153752670-153756646	2	2470	1506	intronic	0.16	0	0,0,0
ENSG00000203335.3	ENST00000542406.1	chr7:153755908-153758033	6	519	1602	intronic	-5.35	0	0,0,0
ENSG00000233363.1	ENST00000451116.1	chr7:153789286-153793128	2	3044	798	intronic	4.05	0	0,0,0
ENSG00000236408.1	ENST00000448767.1	chr7:154630098-154657193	2	664	26431	intronic	0.87	0	0,0,0
ENSG00000228521.2	ENST00000454149.2	chr7:154995857-154996899	2	367	675	intergenic	0.65	0	0,1,1
ENSG00000225612.1	ENST00000418523.1	chr7:155059009-155059762	3	456	296	intergenic	4.61	0	0,0,1
ENSG00000236544.1	ENST00000419225.1	chr7:155213901-155249794	3	534	35358	intergenic	-1.23	0	0,1,1
ENSG00000227365.1	ENST00000415333.1	chr7:155302978-155311318	2	468	7872	intronic	0.94	0	0,1,0
ENSG00000228569.1	ENST00000426187.1	chr7:156225217-156228527	2	432	2878	intergenic	0	0	0,0,0
ENSG00000233878.1	ENST00000436670.1	chr7:156230483-156238282	3	2698	5100	intergenic	3.73	0	0,1,0
ENSG00000182648.7	ENST00000425712.1	chr7:156264890-156395889	2	661	130338	intergenic	0.31	0	0,0,1
ENSG00000182648.7	ENST00000447933.1	chr7:156264940-156398458	3	766	132751	intergenic	13.91	0	0,0,1
ENSG00000241558.1	ENST00000414767.1	chr7:156376854-156398076	3	683	20538	intergenic	1.53	0	0,0,0
ENSG00000241558.1	ENST00000439364.1	chr7:156396312-156398461	3	597	1551	intergenic	13.38	0	0,0,1
ENSG00000241558.1	ENST00000417810.1	chr7:156397826-156398438	2	336	276	intergenic	12.90	0	0,0,1
ENSG00000182648.7	ENST00000440711.1	chr7:156397826-156398438	2	336	276	intergenic	12.90	0	0,0,1
ENSG00000224903.1	ENST00000455709.1	chr7:156446879-156450387	2	742	2766	exonic	0.61	0	0,0,1
ENSG00000225666.1	ENST00000430825.1	chr7:156461646-156469257	2	514	7097	exonic	1.85	0	0,0,1
ENSG00000230033.1	ENST00000427073.1	chr7:156737415-156738339	2	531	393	intergenic	-0.29	0	0,1,0
ENSG00000235029.1	ENST00000429228.1	chr7:156799001-156799826	2	374	451	intronic	4.13	0	0,1,1
ENSG00000243479.3	ENST00000480284.1	chr7:156803499-156809120	2	1041	4580	intergenic	-0.28	1	1,1,1
ENSG00000236102.2	ENST00000426169.2	chr7:156850403-156851208	2	432	373	intergenic	2.80	0	0,0,0
ENSG00000229660.1	ENST00000442017.1	chr7:157074230-157075380	2	565	585	intergenic	-12.44	0	0,1,0
ENSG00000234210.1	ENST00000444158.1	chr7:157258925-157292410	4	4049	29434	intergenic	8.56	1	0,0,1
ENSG00000223872.1	ENST00000449903.1	chr7:157294016-157296271	3	546	1708	intergenic	4.44	0	0,0,0
ENSG00000233191.1	ENST00000433660.1	chr7:157305988-157309535	3	292	3254	intergenic	0.22	0	0,1,0
ENSG00000231515.1	ENST00000448541.1	chr7:157531702-157533148	2	613	833	intronic	4.44	0	0,1,0
ENSG00000233038.1	ENST00000436151.1	chr7:157647221-157650544	3	1114	2208	intronic	1.71	0	0,0,0
ENSG00000233038.1	ENST00000438047.1	chr7:157647277-157658784	4	4302	7203	intronic	10.52	0	0,1,0
ENSG00000233038.1	ENST00000434059.1	chr7:157647300-157650274	2	561	2413	intronic	2.78	0	0,1,0
ENSG00000233038.1	ENST00000443338.1	chr7:157647492-157655703	2	543	7668	intronic	4.25	0	0,0,0
ENSG00000231980.1	ENST00000436489.1	chr7:157820065-157823820	2	3600	155	intronic	8.79	0	0,0,0
ENSG00000225365.1	ENST00000448698.1	chr7:158330187-158332571	2	589	1795	intronic	5.62	0	0,0,0
ENSG00000232715.1	ENST00000415652.1	chr7:158383321-158383812	2	394	97	intergenic	4.61	0	0,0,0
ENSG00000231419.2	ENST00000417032.1	chr7:158799213-158801480	2	546	1721	intergenic	0.38	0	0,0,0
ENSG00000231419.2	ENST00000447563.1	chr7:158801045-158815371	4	3824	10500	intergenic	7.63	1	0,0,1
ENSG00000231419.2	ENST00000438049.1	chr7:158801112-158818929	5	3946	13868	intergenic	7.63	1	0,0,0
ENSG00000231419.2	ENST00000413238.1	chr7:158810099-158822886	4	4684	8101	exonic	7.27	1	0,0,0
ENSG00000255412.1	ENST00000523195.2	chr8:329590-333174	3	872	2711	intergenic	1.65	0	0,0,0
ENSG00000254207.1	ENST00000520760.1	chr8:675188-675877	2	316	373	intronic	4.85	0	0,0,0
ENSG00000237647.3	ENST00000522092.1	chr8:687651-1087777	4	811	399313	encompassing	4.65	0	0,1,1
ENSG00000237647.3	ENST00000520816.1	chr8:687664-704258	2	965	15629	intergenic	1.50	0	0,1,0
ENSG00000237647.3	ENST00000524139.1	chr8:833198-982931	4	1744	147987	encompassing	1.62	0	0,0,1
ENSG00000254269.1	ENST00000520524.1	chr8:1054882-1212580	3	381	157316	intergenic	3.86	0	0,1,0
ENSG00000254160.1	ENST00000517950.1	chr8:1196789-1198760	3	446	1524	intergenic	-4.08	0	0,1,0
ENSG00000254269.1	ENST00000522989.1	chr8:1200373-1212580	4	539	11666	intergenic	1.25	0	0,1,0
ENSG00000254269.1	ENST00000522626.1	chr8:1209579-1212580	2	396	2605	intergenic	-4.33	0	0,1,0
ENSG00000253640.1	ENST00000521186.1	chr8:1244292-1250829	3	3014	3522	intergenic	8.63	0	0,0,1
ENSG00000253267.1	ENST00000518063.1	chr8:1513675-1568701	3	587	54438	exonic	-2.73	0	0,0,0
ENSG00000253267.1	ENST00000518009.1	chr8:1552718-1570583	4	1810	16053	intronic	6.32	0	0,0,0
ENSG00000253982.1	ENST00000518822.1	chr8:1710156-1712505	2	978	1371	intronic	0.28	0	0,1,0
ENSG00000253982.1	ENST00000517959.1	chr8:1710247-1712668	2	917	1504	intronic	0.28	0	0,1,0
ENSG00000253982.1	ENST00000518481.1	chr8:1710791-1711463	2	579	93	intergenic	0.28	0	1,1,1
ENSG00000230340.2	ENST00000399125.3	chr8:1774313-1784348	2	1501	8534	intronic	-0.16	0	0,1,0
ENSG00000253696.1	ENST00000518539.1	chr8:1919563-1924610	3	781	4265	intronic	-1.51	0	0,0,1
ENSG00000253764.1	ENST00000517676.1	chr8:1920736-1921776	2	557	483	intergenic	-0.54	0	0,1,0
ENSG00000253764.1	ENST00000521498.1	chr8:1920987-1922803	3	445	1370	intronic	1.13	0	0,1,1
ENSG00000253805.1	ENST00000517731.1	chr8:1981650-1983729	2	412	1667	intergenic	-2.00	0	0,1,0
ENSG00000254304.1	ENST00000518316.1	chr8:2104674-2142690	5	1212	36801	intergenic	2.87	0	0,0,0
ENSG00000253444.1	ENST00000522799.1	chr8:2350992-2369693	3	512	18188	intergenic	1.75	0	0,0,0
ENSG00000253855.1	ENST00000520162.1	chr8:2376124-2379308	3	559	2624	intergenic	1.39	0	0,0,0
ENSG00000249694.2	ENST00000515276.2	chr8:2447076-2480453	5	1705	31669	intergenic	10.47	0	0,0,1
ENSG00000249694.2	ENST00000523394.1	chr8:2447076-2480453	5	1702	31672	intergenic	10.47	0	0,0,1
ENSG00000254319.1	ENST00000523971.1	chr8:2523591-2585991	4	577	61821	intergenic	-4.17	0	1,1,1
ENSG00000254319.1	ENST00000519393.1	chr8:2523614-2585929	5	564	61748	intergenic	4.96	0	0,1,0
ENSG00000254319.1	ENST00000517357.1	chr8:2527314-2585959	5	569	58073	intergenic	-2.08	0	0,1,1
ENSG00000254319.1	ENST00000517984.1	chr8:2527341-2585959	5	562	58053	intergenic	4.96	0	0,1,1
ENSG00000254319.1	ENST00000520842.1	chr8:2554056-2585957	3	577	31323	intergenic	3.17	1	1,1,1
ENSG00000254319.1	ENST00000520570.1	chr8:2558974-2585957	3	582	26400	intergenic	5.15	0	1,1,1
ENSG00000253853.1	ENST00000520024.1	chr8:2584858-2680004	5	610	94533	intergenic	-1.93	0	0,1,0
ENSG00000253162.1	ENST00000520815.1	chr8:3230875-3232748	2	463	1410	intronic	-1.33	0	0,0,1
ENSG00000253510.1	ENST00000517807.1	chr8:5363590-5366648	1	3059	0	intergenic	4.51	1	0,0,0
ENSG00000254007.1	ENST00000518926.1	chr8:5517201-5527599	3	923	9474	intergenic	-0.24	0	0,0,0
ENSG00000253189.1	ENST00000523090.1	chr8:5893955-5894496	3	331	209	intergenic	0	0	0,1,0
ENSG00000253880.1	ENST00000519555.1	chr8:5901875-6115058	5	574	212606	intergenic	2.37	0	0,1,0
ENSG00000246089.2	ENST00000500118.2	chr8:6261072-6264069	2	2413	584	intergenic	1.87	0	1,1,1
ENSG00000246089.2	ENST00000523225.1	chr8:6263118-6264663	3	1017	527	exonic	4.20	0	0,1,1
ENSG00000249898.3	ENST00000515608.1	chr8:6475996-6506328	5	2147	28182	exonic	6.34	0	0,0,0
ENSG00000249898.3	ENST00000522897.1	chr8:6477656-6565721	4	523	87540	exonic	3.73	0	1,1,1
ENSG00000249898.3	ENST00000525186.1	chr8:6492363-6565700	3	869	72467	intronic	7.03	0	0,1,0
ENSG00000249898.3	ENST00000527490.1	chr8:6492467-6565730	2	543	72720	intronic	7.03	0	0,1,0
ENSG00000186530.12	ENST00000405979.2	chr8:6666038-6693020	8	4886	22090	intergenic	17.69	0	0,1,1
ENSG00000186530.12	ENST00000518724.1	chr8:6666038-6693166	7	4894	22229	intergenic	46.79	0	0,0,1
ENSG00000186530.12	ENST00000409172.3	chr8:6666043-6693166	8	4888	22229	intergenic	66.48	0	0,0,1
ENSG00000186530.12	ENST00000430797.1	chr8:6671753-6693026	10	2085	19180	intergenic	17.69	0	0,1,0
ENSG00000245857.2	ENST00000500823.2	chr8:6693076-6699979	3	1110	5792	intergenic	-2.03	1	0,1,1
ENSG00000245857.2	ENST00000531701.1	chr8:6699433-6742798	3	380	42984	encompassing	1.10	1	0,0,1
ENSG00000254625.1	ENST00000526235.1	chr8:6786130-6787995	3	401	1463	intergenic	0	0	0,0,0
ENSG00000215374.4	ENST00000529456.1	chr8:7159133-7212876	7	1432	52306	intergenic	8.40	0	0,0,0
ENSG00000225725.3	ENST00000529252.1	chr8:7812536-7844123	6	872	30711	intergenic	15.74	0	0,0,0
ENSG00000225725.3	ENST00000533615.1	chr8:7812596-7848219	8	2087	33530	intergenic	14.48	0	0,0,0
ENSG00000253893.1	ENST00000519726.1	chr8:7992174-8085385	7	1678	91528	intergenic	2.34	0	0,1,0
ENSG00000253505.1	ENST00000517681.1	chr8:8272200-8282088	2	503	9385	intergenic	0	0	0,0,0
ENSG00000253505.1	ENST00000519814.1	chr8:8279934-8282142	2	735	1473	intergenic	-0.41	0	0,0,0
ENSG00000254153.1	ENST00000521218.1	chr8:8314419-8318847	3	510	3917	intergenic	2.90	0	0,1,0
ENSG00000253343.1	ENST00000524008.1	chr8:8413248-8418475	2	397	4830	intergenic	1.70	0	0,1,0
ENSG00000253774.1	ENST00000524073.1	chr8:8417404-8419634	3	579	1650	intergenic	-1.02	0	0,0,0
ENSG00000253130.1	ENST00000518846.1	chr8:8418901-8422045	2	573	2571	intergenic	-3.50	0	0,1,0
ENSG00000253130.1	ENST00000522661.1	chr8:8418904-8427198	2	643	7651	intergenic	-1.57	0	0,1,0
ENSG00000254367.1	ENST00000522213.1	chr8:8581203-8639989	4	666	58118	intergenic	-4.31	0	0,1,1
ENSG00000254367.1	ENST00000519147.1	chr8:8608884-8638945	3	400	29660	intergenic	-10.36	0	0,0,0
ENSG00000254340.1	ENST00000520017.1	chr8:8998934-9002945	3	651	3359	exonic	-2.71	0	0,0,0
ENSG00000254340.1	ENST00000522057.1	chr8:8999032-9002933	2	450	3451	exonic	-1.32	0	0,1,0
ENSG00000248538.2	ENST00000512942.2	chr8:9046521-9060364	4	699	13142	intergenic	1.35	0	1,1,1
ENSG00000248538.2	ENST00000417333.2	chr8:9046856-9060000	3	408	12735	intergenic	-1.72	0	0,0,0
ENSG00000248538.2	ENST00000523747.1	chr8:9047015-9060347	4	564	12766	intergenic	1.35	0	0,0,1
ENSG00000254235.1	ENST00000522836.1	chr8:9106927-9112509	2	743	4839	intergenic	-1.64	0	0,0,0
ENSG00000254235.1	ENST00000523246.1	chr8:9107050-9183486	3	674	75761	intergenic	1.16	0	0,0,0
ENSG00000254235.1	ENST00000520255.1	chr8:9107114-9271224	4	863	163245	intergenic	-0.14	0	0,0,0
ENSG00000253887.1	ENST00000518589.1	chr8:9112859-9117805	2	422	4524	intergenic	-0.99	1	0,0,0
ENSG00000254235.1	ENST00000520390.1	chr8:9182561-9192590	3	3442	6586	intergenic	3.53	0	0,0,0
ENSG00000254235.1	ENST00000518619.1	chr8:9183618-9225402	4	807	40975	intergenic	-5.01	0	0,0,0
ENSG00000253735.1	ENST00000521143.1	chr8:9208748-9215951	3	563	6639	intergenic	-0.79	0	0,0,0
ENSG00000254237.1	ENST00000522765.1	chr8:9229480-9232475	3	454	2540	intergenic	7.74	0	0,0,0
ENSG00000254237.1	ENST00000522129.1	chr8:9232408-9293715	3	545	60761	intergenic	-0.27	0	0,0,0
ENSG00000254237.1	ENST00000521842.1	chr8:9237490-9273450	4	687	35271	intergenic	1.50	0	0,0,0
ENSG00000253230.1	ENST00000518557.1	chr8:9757574-9758710	2	869	267	intergenic	-1.07	0	0,0,1
ENSG00000253230.1	ENST00000519461.1	chr8:9757574-9760839	3	2922	342	intergenic	3.01	0	0,1,1
ENSG00000253230.1	ENST00000517675.1	chr8:9757574-9760907	1	3334	0	intergenic	3.97	0	0,0,1
ENSG00000253230.1	ENST00000521863.1	chr8:9760677-9761720	3	545	497	intergenic	6.37	0	0,0,0
ENSG00000253230.1	ENST00000521242.1	chr8:9760971-9762876	4	716	1187	intergenic	0	0	0,0,0
ENSG00000253641.1	ENST00000524047.1	chr8:10332075-10339484	5	545	6861	intergenic	4.19	0	0,0,1
ENSG00000253641.1	ENST00000517732.1	chr8:10334709-10338976	4	562	3703	intergenic	7.40	0	0,1,1
ENSG00000253678.1	ENST00000520494.1	chr8:10335001-10336885	2	489	1395	intergenic	7.05	0	0,0,0
ENSG00000253641.1	ENST00000518098.1	chr8:10335380-10338496	3	524	2591	intergenic	0	0	0,0,0
ENSG00000253649.1	ENST00000523024.1	chr8:10340388-10405095	5	1123	63581	intronic	6.14	0	0,1,0
ENSG00000253649.1	ENST00000521149.1	chr8:10340434-10375525	5	577	34511	intergenic	-0.24	0	0,0,0
ENSG00000248896.2	ENST00000506149.2	chr8:10586824-10622233	3	821	34587	intronic	-1.46	0	0,1,0
ENSG00000248896.2	ENST00000519568.1	chr8:10587088-10628902	2	251	41563	intronic	-7.87	0	0,0,0
ENSG00000253695.1	ENST00000522026.1	chr8:10698086-10704011	3	439	5485	intergenic	0.46	0	0,0,1
ENSG00000255518.1	ENST00000528629.1	chr8:11413760-11415531	2	544	1227	exonic	-7.15	0	0,0,1
ENSG00000170983.3	ENST00000304233.3	chr8:11433822-11438851	3	2150	2878	intergenic	-1.39	1	0,0,0
ENSG00000255052.2	ENST00000526690.1	chr8:11973284-11974137	2	586	267	intergenic	16.14	0	0,0,0
ENSG00000255052.2	ENST00000434078.2	chr8:11973291-12008698	6	1071	34332	encompassing	16.14	0	0,0,0
ENSG00000255052.2	ENST00000530099.1	chr8:11973652-11979872	2	560	5660	intergenic	0	0	0,1,0
ENSG00000255495.1	ENST00000528514.1	chr8:12051976-12053789	2	1361	452	intergenic	-2.98	0	0,0,0
ENSG00000215248.3	ENST00000399870.3	chr8:12064280-12312147	3	3038	244828	intronic	-2.53	0	0,0,0
ENSG00000227888.2	ENST00000433621.1	chr8:12219527-12268510	5	776	48204	intergenic	15.47	0	0,0,0
ENSG00000227888.2	ENST00000525829.1	chr8:12219528-12226124	2	921	5675	intergenic	15.01	0	0,0,0
ENSG00000247397.2	ENST00000500162.1	chr8:12394588-12523097	9	3959	124543	intronic	27.10	0	0,1,0
ENSG00000247397.2	ENST00000500410.1	chr8:12452490-12522859	8	2162	68201	intergenic	20.64	0	0,0,0
ENSG00000247397.2	ENST00000500955.1	chr8:12463819-12523137	2	1573	57745	intergenic	7.25	0	0,1,0
ENSG00000254813.1	ENST00000534827.1	chr8:12623358-12668987	5	1247	44379	intergenic	3.50	0	0,0,0
ENSG00000254813.1	ENST00000530228.1	chr8:12623571-12645965	3	762	21631	intergenic	0.05	0	0,1,0
ENSG00000255494.1	ENST00000530150.1	chr8:12651752-12675800	2	504	23544	intergenic	-8.67	0	0,0,0
ENSG00000253932.1	ENST00000523495.1	chr8:13196083-13200263	2	3488	692	intronic	5.64	0	0,0,1
ENSG00000255069.1	ENST00000529018.1	chr8:13415166-13462119	2	1806	45147	encompassing	-1.33	0	0,0,0
ENSG00000254753.1	ENST00000525673.1	chr8:13701610-13706618	2	589	4419	intergenic	-4.89	0	0,0,0
ENSG00000254575.1	ENST00000527110.1	chr8:14018806-14022868	3	488	3573	intronic	-4.82	0	0,0,0
ENSG00000255076.1	ENST00000532973.1	chr8:14736566-14737328	2	309	453	intronic	-4.07	0	0,1,0
ENSG00000253648.1	ENST00000517369.1	chr8:15830824-15857833	3	389	26619	intergenic	8.36	0	0,0,0
ENSG00000253184.1	ENST00000521055.1	chr8:16461764-16522388	3	458	60165	intergenic	-4.97	0	0,0,0
ENSG00000253496.1	ENST00000521411.1	chr8:16512627-16772553	5	545	259378	intergenic	0.65	0	0,0,0
ENSG00000253496.1	ENST00000519280.1	chr8:16544446-16548471	2	270	3755	intergenic	0	0	0,1,0
ENSG00000249258.2	ENST00000513892.2	chr8:16988690-17007298	3	2292	16315	intergenic	2.94	0	0,0,0
ENSG00000253168.1	ENST00000517454.1	chr8:17561497-17563696	2	735	1464	intronic	-3.19	0	0,1,0
ENSG00000253944.1	ENST00000522768.1	chr8:17658854-17718578	2	510	59214	intergenic	7.06	0	0,1,0
ENSG00000253671.1	ENST00000520646.1	chr8:17666450-17678377	3	667	11259	intergenic	-6.78	0	0,0,0
ENSG00000253671.1	ENST00000520156.1	chr8:17666720-17678134	2	745	10669	intergenic	-4.49	0	0,0,1
ENSG00000253215.1	ENST00000519368.1	chr8:17739552-17740170	2	529	89	exonic	0	0	0,0,1
ENSG00000254054.1	ENST00000519038.1	chr8:17763265-17773919	5	1152	9499	intronic	-4.20	0	0,0,1
ENSG00000245281.2	ENST00000505114.2	chr8:17942377-17945720	4	451	2890	exonic	-3.70	0	1,1,1
ENSG00000245281.2	ENST00000499554.2	chr8:17942377-17953903	5	1052	10471	exonic	-0.67	0	0,1,0
ENSG00000245281.2	ENST00000517747.1	chr8:17942398-17945001	4	817	1784	exonic	-0.67	0	0,1,0
ENSG00000245281.2	ENST00000521775.1	chr8:17942536-17953416	3	595	10284	intergenic	-0.67	0	0,1,1
ENSG00000245281.2	ENST00000517798.1	chr8:17942558-17945550	4	646	2344	intergenic	-0.67	0	0,1,0
ENSG00000187229.3	ENST00000524252.1	chr8:18578415-18591915	3	2054	11445	intronic	1.67	1	1,1,1
